SA3_CODE_2016,M_15_19_yr_Volunteer,M_15_19_yr_N_a_volunteer,M_15_19_yr_Voluntary_work_ns,M_15_19_yr_Tot,M_20_24_yr_Volunteer,M_20_24_yr_N_a_volunteer,M_20_24_yr_Voluntary_work_ns,M_20_24_yr_Tot,M_25_34_yr_Volunteer,M_25_34_yr_N_a_volunteer,M_25_34_yr_Voluntary_work_ns,M_25_34_yr_Tot,M_35_44_yr_Volunteer,M_35_44_yr_N_a_volunteer,M_35_44_yr_Voluntary_work_ns,M_35_44_yr_Tot,M_45_54_yr_Volunteer,M_45_54_yr_N_a_volunteer,M_45_54_yr_Voluntary_work_ns,M_45_54_yr_Tot,M_55_64_yr_Volunteer,M_55_64_yr_N_a_volunteer,M_55_64_yr_Voluntary_work_ns,M_55_64_yr_Tot,M_65_74_yr_Volunteer,M_65_74_yr_N_a_volunteer,M_65_74_yr_Voluntary_work_ns,M_65_74_yr_Tot,M_75_84_yr_Volunteer,M_75_84_yr_N_a_volunteer,M_75_84_yr_Voluntary_work_ns,M_75_84_yr_Tot,M_85ov_Volunteer,M_85ov_N_a_volunteer,M_85_ov_Voluntary_work_ns,M_85ov_Tot,M_Tot_Volunteer,M_Tot_N_a_volunteer,M_Tot_Voluntary_work_ns,M_Tot_Tot,F_15_19_yr_Volunteer,F_15_19_yr_N_a_volunteer,F_15_19_yr_Voluntary_work_ns,F_15_19_yr_Tot,F_20_24_yr_Volunteer,F_20_24_yr_N_a_volunteer,F_20_24_yr_Voluntary_work_ns,F_20_24_yr_Tot,F_25_34_yr_Volunteer,F_25_34_yr_N_a_volunteer,F_25_34_yr_Voluntary_work_ns,F_25_34_yr_Tot,F_35_44_yr_Volunteer,F_35_44_yr_N_a_volunteer,F_35_44_yr_Voluntary_work_ns,F_35_44_yr_Tot,F_45_54_yr_Volunteer,F_45_54_yr_N_a_volunteer,F_45_54_yr_Voluntary_work_ns,F_45_54_yr_Tot,F_55_64_yr_Volunteer,F_55_64_yr_N_a_volunteer,F_55_64_yr_Voluntary_work_ns,F_55_64_yr_Tot,F_65_74_yr_Volunteer,F_65_74_yr_N_a_volunteer,F_65_74_yr_Voluntary_work_ns,F_65_74_yr_Tot,F_75_84_yr_Volunteer,F_75_84_yr_N_a_volunteer,F_75_84_yr_Voluntary_work_ns,F_75_84_yr_Tot,F_85ov_Volunteer,F_85ov_N_a_volunteer,F_85_ov_Voluntary_work_ns,F_85ov_Tot,F_Tot_Volunteer,F_Tot_N_a_volunteer,F_Tot_Voluntary_work_ns,F_Tot_Tot,P_15_19_yr_Volunteer,P_15_19_yr_N_a_volunteer,P_15_19_yr_Voluntary_work_ns,P_15_19_yr_Tot,P_20_24_yr_Volunteer,P_20_24_yr_N_a_volunteer,P_20_24_yr_Voluntary_work_ns,P_20_24_yr_Tot,P_25_34_yr_Volunteer,P_25_34_yr_N_a_volunteer,P_25_34_yr_Voluntary_work_ns,P_25_34_yr_Tot,P_35_44_yr_Volunteer,P_35_44_yr_N_a_volunteer,P_35_44_yr_Voluntary_work_ns,P_35_44_yr_Tot,P_45_54_yr_Volunteer,P_45_54_yr_N_a_volunteer,P_45_54_yr_Voluntary_work_ns,P_45_54_yr_Tot,P_55_64_yr_Volunteer,P_55_64_yr_N_a_volunteer,P_55_64_yr_Voluntary_work_ns,P_55_64_yr_Tot,P_65_74_yr_Volunteer,P_65_74_yr_N_a_volunteer,P_65_74_yr_Voluntary_work_ns,P_65_74_yr_Tot,P_75_84_yr_Volunteer,P_75_84_yr_N_a_volunteer,P_75_84_yr_Voluntary_work_ns,P_75_84_yr_Tot,P_85ov_Volunteer,P_85ov_N_a_volunteer,P_85_ov_Voluntary_work_ns,P_85ov_Tot,P_Tot_Volunteer,P_Tot_N_a_volunteer,P_Tot_Voluntary_work_ns,P_Tot_Tot
20803,532,2426,191,3155,537,2578,197,3315,883,5636,434,6947,1565,6612,489,8668,1782,6066,457,8304,1144,4974,384,6507,799,3380,355,4541,419,2001,332,2758,97,900,236,1235,7762,34586,3077,45419,685,2237,204,3123,634,2165,144,2946,1208,5947,413,7573,2329,6564,464,9356,2075,6385,450,8908,1294,5335,370,6996,1121,3929,428,5481,549,2527,493,3576,148,1514,501,2161,10047,36604,3464,50110,1223,4668,390,6274,1168,4742,347,6263,2090,11580,846,14515,3896,13175,953,18027,3857,12454,899,17215,2440,10312,757,13503,1923,7307,783,10022,971,4533,825,6327,241,2414,737,3393,17804,71192,6537,95538
20804,366,801,65,1237,340,1282,86,1703,511,2425,179,3125,612,1824,139,2580,795,1706,145,2649,523,1412,111,2047,417,1039,92,1543,198,630,77,903,44,322,41,411,3806,11445,949,16193,373,774,62,1217,451,1436,104,1998,635,2423,198,3252,831,1808,133,2773,960,1832,129,2921,624,1566,107,2289,468,1188,101,1757,242,813,123,1174,53,580,78,709,4635,12414,1038,18086,743,1580,134,2451,790,2719,187,3695,1149,4847,378,6376,1444,3634,275,5354,1754,3533,281,5566,1138,2973,221,4338,883,2229,187,3305,446,1442,196,2085,101,904,121,1121,8444,23856,1980,34286
20901,670,2632,228,3518,609,3012,205,3825,1138,6399,434,7975,1630,6428,424,8488,1743,5610,435,7782,1331,5161,354,6847,1146,3963,349,5455,503,2056,281,2839,97,911,178,1188,8868,36177,2886,47926,827,2285,196,3308,840,2563,175,3582,1472,6364,439,8269,2432,6089,367,8887,2211,5840,391,8436,1614,5729,347,7691,1404,4227,428,6058,617,2584,424,3627,131,1569,363,2066,11552,37248,3125,51928,1490,4914,423,6834,1453,5575,379,7410,2610,12762,870,16248,4065,12511,794,17375,3952,11447,822,16224,2948,10889,703,14542,2547,8191,773,11511,1117,4644,711,6470,232,2478,544,3253,20416,73422,6012,99850
20902,317,1856,244,2420,572,2944,322,3844,1056,7283,790,9126,966,5452,547,6972,842,4429,460,5727,527,3435,333,4294,280,2322,311,2922,133,1901,290,2336,36,786,179,996,4732,30412,3487,38634,478,1654,223,2355,798,2887,309,3991,1404,6765,677,8848,1369,5241,473,7080,1120,4492,450,6063,559,3577,360,4498,339,2835,353,3525,212,2404,388,3010,58,1197,391,1646,6342,31055,3621,41019,792,3506,469,4771,1371,5832,632,7837,2460,14042,1468,17970,2332,10695,1021,14050,1960,8922,914,11795,1085,7011,694,8793,619,5164,663,6444,347,4309,686,5343,93,1983,568,2649,11070,61469,7112,79654
20903,488,1921,158,2565,347,1680,102,2129,475,2391,138,3006,944,2906,210,4055,1447,3449,276,5173,978,3475,208,4661,694,2013,165,2869,196,695,92,983,28,200,34,258,5588,18715,1389,25700,584,1572,156,2310,473,1448,87,2006,563,2310,144,3015,1526,2815,209,4550,1727,3600,253,5580,1079,3506,212,4800,767,1886,174,2825,218,722,111,1054,12,383,67,462,6956,18236,1403,26595,1069,3494,309,4873,823,3123,188,4133,1041,4697,281,6019,2470,5724,414,8606,3177,7046,531,10755,2063,6980,427,9465,1458,3892,337,5692,411,1414,209,2030,43,575,99,720,12543,36950,2795,52287
20904,703,5284,519,6503,787,6066,468,7318,1561,14990,1113,17659,1952,12930,905,15791,1657,10624,714,12994,1003,8463,640,10108,750,5698,602,7046,269,2915,378,3564,28,843,112,980,8709,67811,5457,81967,962,4735,504,6202,1122,5599,436,7159,2103,15264,1153,18520,2727,12366,845,15940,1879,11062,780,13726,1179,9222,724,11125,883,6017,640,7542,285,3332,449,4064,38,1244,177,1458,11184,68840,5711,85741,1662,10015,1024,12705,1912,11662,902,14478,3664,30248,2273,36186,4681,25300,1753,31737,3533,21684,1492,26716,2182,17689,1363,21235,1630,11716,1242,14594,561,6241,820,7626,63,2090,285,2440,19894,136653,11169,167708
21001,267,1352,122,1741,254,1391,93,1743,350,2871,219,3446,599,3071,195,3869,704,3052,200,3958,447,2469,155,3069,391,2176,259,2824,224,1530,217,1977,31,580,98,706,3271,18499,1559,23324,282,1143,109,1529,309,1164,81,1557,471,2816,192,3484,906,3032,180,4125,858,3086,183,4125,512,2827,221,3559,468,2675,289,3434,232,1854,274,2360,42,798,162,1003,4077,19396,1695,25176,546,2492,235,3273,565,2560,171,3294,820,5692,408,6922,1513,6098,374,7986,1565,6136,385,8086,957,5298,377,6625,859,4850,548,6258,456,3384,497,4338,67,1382,264,1713,7346,37896,3256,48500
21002,193,723,100,1020,130,555,54,741,172,1007,70,1246,478,1292,137,1905,632,1490,148,2264,455,1374,151,1985,340,1070,122,1532,133,372,76,585,15,127,23,166,2559,8012,862,11437,213,624,98,932,161,477,36,674,239,1062,72,1378,750,1255,135,2141,795,1448,151,2396,503,1380,136,2024,403,963,137,1507,113,339,81,532,23,154,62,248,3207,7706,911,11823,406,1343,198,1952,295,1032,86,1412,410,2074,142,2623,1227,2545,271,4039,1427,2940,294,4657,961,2757,288,4009,748,2033,252,3040,246,716,164,1116,44,284,84,411,5766,15717,1780,23263
21003,201,1608,178,1992,295,2182,180,2662,723,6007,576,7303,744,4542,418,5706,644,3422,301,4366,394,2442,228,3060,223,1670,219,2113,165,1545,217,1932,48,810,123,987,3441,24232,2446,30119,285,1323,144,1754,401,1746,169,2321,911,5450,482,6839,1044,4141,383,5566,750,3447,282,4481,410,2666,240,3324,300,2018,255,2581,238,2296,300,2832,69,1394,176,1635,4412,24481,2438,31333,490,2928,329,3745,694,3928,350,4981,1628,11454,1055,14141,1784,8686,797,11273,1395,6864,588,8848,805,5109,468,6388,527,3688,473,4692,403,3837,522,4766,121,2204,302,2626,7850,48715,4887,61453
21004,210,1071,105,1382,159,1110,83,1350,277,2085,145,2507,419,1991,138,2559,499,2050,139,2682,396,1798,164,2355,260,1109,119,1491,110,484,80,678,19,173,31,224,2356,11876,999,15233,236,967,87,1284,239,1019,81,1327,377,2114,138,2632,673,1920,144,2742,611,2265,136,3012,451,1945,155,2550,347,1141,133,1618,121,585,109,818,26,318,54,399,3076,12263,1040,16383,443,2035,193,2673,394,2126,163,2680,657,4200,283,5137,1095,3911,290,5294,1116,4312,272,5699,851,3741,320,4911,603,2250,252,3109,230,1071,188,1491,46,488,87,625,5436,24133,2044,31617
21005,551,4694,507,5751,637,5114,507,6262,1096,10991,1042,13132,1212,9106,829,11145,1039,8559,744,10340,720,6246,548,7512,403,3824,408,4639,132,1739,234,2101,11,415,75,503,5816,50686,4886,61389,730,4525,482,5733,815,4612,361,5791,1371,10941,933,13248,1566,8891,700,11161,1259,8694,686,10636,749,6376,530,7658,464,4051,471,4991,150,1948,294,2393,9,667,101,772,7120,50711,4560,62385,1282,9218,982,11482,1459,9732,870,12056,2471,21933,1974,26377,2784,17998,1531,22311,2295,17250,1426,20972,1473,12623,1077,15172,873,7874,882,9628,281,3689,530,4493,21,1081,176,1280,12930,101391,9445,123772
21101,934,3904,250,5083,907,4096,219,5228,1387,8160,477,10022,1877,7751,483,10105,2209,7882,455,10541,1646,7464,459,9573,1185,4920,379,6490,547,2363,305,3217,79,861,161,1102,10761,47405,3190,61356,1117,3471,240,4831,1085,3720,166,4974,1716,8122,478,10322,2822,7408,420,10656,2614,8471,449,11534,1850,8040,435,10334,1476,5260,445,7179,611,2853,431,3899,107,1592,307,2008,13408,48947,3369,65727,2053,7375,488,9911,1995,7817,380,10195,3107,16279,955,20341,4694,15159,905,20762,4822,16352,903,22077,3500,15510,892,19902,2659,10180,828,13668,1156,5219,741,7118,185,2452,463,3105,24168,96350,6564,127080
21102,227,792,58,1076,192,689,33,911,186,792,58,1031,297,964,72,1332,593,1427,91,2110,383,1297,76,1758,280,913,61,1253,135,461,54,653,23,196,23,241,2306,7532,525,10358,283,670,42,989,188,549,30,765,212,769,49,1022,527,1029,58,1608,676,1469,86,2233,411,1318,86,1811,347,911,82,1332,136,506,68,715,13,353,59,432,2791,7580,545,10918,507,1469,97,2068,382,1242,59,1684,392,1559,103,2053,821,1994,127,2945,1274,2892,178,4342,796,2611,163,3572,621,1819,141,2588,272,974,126,1366,33,550,86,668,5100,15109,1069,21275
21103,659,2592,191,3447,578,2655,140,3368,1062,5922,327,7308,1539,5753,334,7623,1668,5183,371,7220,1198,4548,285,6025,972,3113,246,4332,493,1634,211,2342,75,689,136,895,8231,32094,2232,42550,745,2287,175,3203,787,2321,135,3234,1397,6127,393,7912,2276,5298,334,7905,2021,5539,321,7879,1358,5002,290,6642,1323,3613,345,5285,584,2089,376,3051,114,1322,311,1743,10601,33595,2671,46869,1405,4883,364,6649,1358,4973,271,6600,2457,12048,716,15221,3812,11046,665,15525,3687,10720,695,15100,2554,9547,572,12669,2300,6729,587,9618,1082,3725,589,5392,191,2007,447,2639,18831,65686,4902,89423
21104,412,1347,72,1826,343,1405,84,1836,623,3125,184,3929,960,3178,168,4299,984,2745,140,3866,630,2329,113,3068,638,1910,123,2669,344,1172,129,1640,64,464,95,623,4990,17671,1098,23762,447,1145,68,1652,419,1164,69,1649,711,3175,178,4063,1372,3054,159,4593,1210,2833,148,4191,784,2636,143,3567,815,2209,149,3168,410,1476,227,2110,85,819,167,1072,6244,18503,1309,26055,855,2486,136,3484,755,2567,160,3485,1336,6304,357,7993,2337,6227,325,8890,2187,5580,285,8056,1412,4965,254,6637,1452,4117,274,5843,752,2648,355,3752,148,1281,265,1691,11238,36174,2408,49819
21105,822,3730,388,4948,695,3641,261,4601,1232,7051,471,8755,2045,6998,521,9566,2340,7576,562,10468,1835,7151,540,9526,1589,4916,553,7066,526,2107,317,2956,88,760,133,981,11170,43939,3754,58862,1076,3341,331,4752,926,3153,208,4283,1671,6945,455,9068,3052,6566,472,10094,2840,7653,603,11094,2283,7256,556,10093,1952,4776,572,7307,645,2302,407,3357,101,1196,255,1546,14533,43187,3868,61587,1900,7076,723,9693,1618,6797,473,8881,2900,13999,930,17828,5096,13558,998,19655,5174,15230,1163,21559,4113,14405,1103,19614,3539,9695,1126,14366,1171,4412,729,6308,184,1961,390,2531,25703,87126,7626,120450
21201,500,2419,320,3237,380,2335,195,2905,730,5372,371,6475,1205,4868,402,6473,1178,4524,414,6111,794,3614,345,4755,647,2405,287,3338,239,1100,192,1531,38,347,67,451,5704,26972,2595,35266,582,2156,273,3010,503,2351,188,3035,1079,5773,394,7244,1769,4596,399,6762,1460,4538,397,6398,1000,3562,333,4896,749,2544,299,3590,276,1105,219,1597,55,558,116,730,7462,27182,2621,37261,1077,4570,597,6244,880,4683,391,5945,1803,11142,767,13717,2971,9467,794,13234,2641,9058,810,12505,1796,7169,681,9651,1396,4946,585,6925,515,2208,412,3124,93,907,182,1177,13160,54150,5216,72532
21202,650,3986,316,4949,583,3989,296,4863,912,7135,518,8562,1406,7063,436,8901,1508,7197,444,9146,1030,5957,375,7362,646,3575,329,4550,275,1783,246,2304,40,620,105,763,7042,41295,3064,51408,807,3464,291,4561,795,3366,229,4386,1191,7031,457,8675,1926,7016,376,9315,1696,7305,457,9457,1177,6184,368,7725,799,3663,389,4847,343,2100,296,2735,51,1082,142,1274,8772,41201,3006,52981,1454,7445,610,9510,1376,7356,520,9246,2102,14164,973,17243,3330,14073,815,18219,3201,14497,903,18600,2207,12140,744,15095,1449,7231,718,9398,613,3883,541,5035,93,1702,251,2043,15814,82499,6073,104387
21203,662,4805,462,5932,621,4821,402,5842,1217,10783,859,12856,1830,10841,847,13512,1444,8465,664,10577,858,6073,522,7446,504,3416,383,4305,174,1368,257,1806,28,390,90,506,7346,50955,4487,62791,829,4283,400,5509,862,4351,373,5586,1701,11778,852,14333,2355,10065,717,13137,1627,8302,638,10568,940,6074,539,7555,603,3555,428,4586,186,1630,296,2111,29,701,168,898,9133,50742,4400,64272,1493,9085,861,11440,1487,9170,772,11424,2919,22562,1704,27187,4184,20906,1563,26650,3067,16774,1307,21144,1801,12143,1060,15001,1113,6974,810,8891,361,3003,553,3913,60,1095,253,1407,16485,101693,8881,127067
21204,677,4602,468,5749,975,6576,577,8132,1640,14107,1239,16986,1578,10596,884,13066,1255,9215,800,11267,976,8145,644,9764,836,5941,625,7409,381,3262,509,4151,66,1169,173,1408,8389,63620,5925,77934,795,4014,371,5173,1042,5051,416,6502,1700,12744,1013,15456,1739,9637,734,12109,1384,8973,622,10978,1160,8376,648,10183,1044,6341,649,8033,454,3913,571,4940,84,1927,328,2346,9402,60978,5348,75725,1468,8614,836,10918,2015,11631,993,14638,3340,26856,2252,32445,3324,20233,1622,25174,2635,18185,1423,22244,2139,16518,1295,19950,1884,12284,1274,15439,835,7177,1083,9095,154,3100,503,3755,17790,124600,11277,153660
21205,1303,4479,330,6113,1756,6807,452,9014,1762,10745,777,13285,1927,8302,588,10827,2248,7907,514,10665,1425,6502,430,8355,1323,5073,367,6765,825,3652,428,4903,166,1510,236,1922,12741,54979,4127,71853,1561,4002,297,5867,2079,5741,401,8215,2053,9769,688,12510,2807,8221,511,11534,2715,8209,489,11412,1843,7028,426,9296,1678,5799,456,7936,917,4385,534,5838,176,2363,469,3003,15824,55522,4271,75621,2866,8486,635,11985,3831,12550,851,17233,3813,20517,1474,25796,4736,16526,1102,22362,4965,16110,1001,22081,3265,13531,851,17651,3001,10874,821,14702,1744,8037,961,10743,342,3870,711,4926,28565,110505,8405,147473
21301,688,4729,563,5982,840,6409,636,7881,1351,13023,1343,15714,1391,10262,896,12548,1260,9575,863,11701,923,8523,748,10191,548,5918,682,7151,203,2699,441,3349,29,766,169,961,7233,61904,6342,75476,872,4357,510,5740,1119,5149,515,6776,1629,12102,1040,14776,1833,9979,892,12698,1545,9656,816,12021,1086,9071,758,10914,667,5864,744,7277,211,3254,506,3968,33,1412,295,1737,8997,60857,6069,75921,1556,9090,1076,11719,1961,11558,1144,14661,2982,25129,2384,30495,3223,20239,1782,25245,2803,19234,1679,23719,2011,17597,1507,21109,1210,11785,1430,14427,414,5960,946,7321,64,2175,460,2699,16230,122755,12414,151396
21302,394,1747,152,2292,315,1976,160,2446,685,4779,377,5841,1104,4766,385,6260,1158,4370,351,5881,833,3627,311,4775,482,2397,251,3125,200,1369,242,1815,41,566,111,720,5215,25604,2344,33153,410,1574,142,2118,437,1693,135,2268,919,4742,394,6052,1479,4733,339,6554,1487,4434,333,6251,925,3819,312,5061,632,2546,293,3472,248,1807,286,2344,60,962,168,1188,6594,26305,2406,35301,801,3318,289,4411,750,3674,292,4715,1607,9513,772,11899,2585,9499,727,12809,2646,8802,677,12130,1761,7447,623,9837,1114,4940,542,6595,455,3175,534,4162,101,1531,278,1910,11807,51907,4747,68456
21303,281,1391,178,1847,606,2916,338,3860,1314,7601,788,9704,1164,5405,580,7154,838,3683,385,4908,563,2753,299,3613,207,1539,194,1939,88,868,155,1109,28,392,100,522,5088,26553,3017,34661,343,1290,147,1784,731,2379,280,3395,1683,6902,719,9302,1464,4954,489,6901,1050,3579,366,4992,570,2780,280,3632,272,1617,198,2084,95,1182,202,1477,28,662,164,854,6239,25345,2844,34435,626,2683,329,3635,1344,5298,615,7258,2997,14506,1504,19006,2629,10361,1067,14058,1888,7262,749,9900,1128,5532,576,7247,473,3158,395,4024,184,2052,356,2589,59,1050,268,1379,11330,51902,5862,69093
21304,599,4175,420,5199,449,3970,436,4855,1004,8936,1069,11009,1672,9836,972,12480,1302,7528,716,9551,790,5671,530,6988,631,3651,384,4672,195,1244,211,1652,28,330,63,421,6670,45341,4800,56815,732,3810,383,4923,684,3703,393,4775,1450,9690,903,12045,2400,9632,838,12872,1527,7609,671,9800,1002,6036,505,7536,775,3506,469,4755,212,1461,261,1930,42,641,109,795,8821,46084,4531,59435,1336,7987,802,10122,1130,7671,829,9628,2450,18627,1974,23056,4071,19466,1810,25353,2830,15140,1389,19354,1795,11699,1029,14525,1411,7155,854,9426,403,2703,474,3581,75,971,169,1209,15496,91424,9331,116252
21305,804,5286,563,6648,835,5672,660,7165,1996,16415,1780,20191,2859,14954,1444,19253,2022,10122,875,13021,1114,7241,623,8977,712,4077,459,5248,207,1562,284,2060,23,399,108,529,10569,65727,6789,83092,1025,4823,487,6335,1139,5085,447,6676,2599,17955,1351,21903,3299,13698,997,17992,2201,9943,760,12911,1292,7534,599,9425,755,4268,498,5519,226,1916,336,2481,27,734,205,964,12573,65950,5670,84196,1829,10104,1051,12978,1977,10759,1107,13836,4595,34368,3129,42089,6160,28653,2437,37246,4228,20069,1635,25929,2404,14770,1222,18402,1467,8343,952,10769,438,3480,623,4546,51,1132,312,1490,23145,131678,12460,167288
21401,518,3130,366,4018,494,3395,311,4200,967,7328,653,8950,1324,7187,647,9157,1450,7041,639,9126,1062,6151,588,7799,899,4104,478,5484,369,1989,373,2728,80,766,175,1019,7159,41090,4230,52474,717,2951,321,3995,698,3306,301,4307,1336,7562,636,9536,2019,6791,599,9412,1828,7255,618,9703,1313,6423,574,8301,1157,4510,567,6230,489,2435,536,3460,96,1268,329,1696,9650,42508,4487,56637,1241,6079,694,8009,1195,6701,616,8512,2300,14893,1284,18484,3345,13984,1248,18569,3277,14299,1259,18833,2369,12576,1161,16105,2051,8614,1046,11710,856,4421,913,6187,176,2037,502,2713,16805,83594,8713,109114
21402,666,3610,402,4680,500,3215,251,3969,750,5291,422,6465,1697,6250,507,8452,2235,7270,658,10160,1784,7411,657,9847,2082,6838,807,9726,1137,3886,732,5753,211,1492,332,2036,11060,45261,4763,61091,821,3094,354,4271,572,2656,210,3442,1116,5497,416,7034,2553,6362,550,9463,2727,7741,624,11090,2290,8135,728,11154,2929,7284,958,11175,1356,4145,924,6421,237,2232,552,3022,14598,47153,5318,67067,1492,6699,751,8945,1078,5870,454,7409,1864,10788,844,13493,4248,12610,1058,17916,4960,15017,1279,21250,4069,15549,1393,21007,5010,14127,1764,20899,2492,8030,1656,12178,447,3725,881,5059,25663,92412,10084,128156
21501,521,1027,194,1743,374,971,132,1476,790,1896,400,3086,1006,1645,408,3052,1435,2147,400,3988,1565,2560,403,4529,1227,2037,397,3666,608,1137,310,2061,94,547,115,762,7624,13969,2769,24362,514,899,180,1594,349,908,88,1357,863,1868,193,2917,1319,1569,203,3100,1640,2175,252,4061,1492,2544,321,4355,1365,1861,381,3606,664,1252,371,2289,182,939,244,1359,8390,14018,2225,24629,1033,1934,371,3342,723,1882,221,2831,1655,3761,595,6005,2327,3210,609,6148,3077,4323,649,8052,3056,5107,726,8883,2593,3898,779,7271,1275,2387,678,4346,270,1483,361,2119,16015,27988,4991,48998
21502,374,1234,221,1828,248,1152,164,1560,471,2394,342,3213,674,2047,262,2987,785,2308,353,3447,713,2482,358,3548,552,1840,360,2751,238,904,242,1382,54,383,91,531,4103,14734,2402,21243,358,1123,216,1690,332,1102,157,1590,598,2444,290,3327,935,1998,249,3184,925,2411,302,3631,776,2455,326,3559,627,1752,358,2738,331,1117,336,1781,50,662,178,889,4928,15062,2409,22402,730,2362,432,3518,575,2252,320,3153,1066,4830,633,6535,1609,4040,515,6168,1707,4716,651,7079,1489,4935,684,7111,1186,3589,713,5493,561,2023,581,3169,106,1043,276,1419,9034,29796,4808,43642
21503,334,630,176,1139,196,666,131,991,409,1286,242,1930,572,1096,217,1881,820,1393,282,2495,797,1641,323,2768,638,1288,321,2238,314,792,233,1333,55,319,128,498,4134,9103,2044,15284,342,571,181,1098,195,556,96,850,485,1216,205,1910,747,1031,195,1975,902,1326,259,2488,815,1524,300,2648,791,1104,290,2185,405,847,256,1507,86,543,154,779,4769,8726,1935,15435,683,1203,355,2241,395,1222,226,1842,897,2503,442,3837,1318,2130,413,3851,1720,2723,549,4986,1610,3173,626,5412,1427,2388,606,4425,716,1636,489,2844,139,857,283,1276,8901,17830,3982,30716
21601,252,836,163,1246,174,690,67,931,298,1263,117,1677,476,1255,166,1898,640,1618,204,2460,606,1853,231,2685,600,1448,269,2316,300,780,231,1315,49,279,111,437,3393,10016,1560,14969,262,682,151,1096,145,621,59,831,439,1278,152,1866,649,1247,157,2053,802,1624,187,2615,715,1754,224,2691,716,1269,264,2252,369,807,262,1436,65,513,144,727,4164,9803,1597,15567,513,1516,318,2341,320,1311,126,1759,740,2542,266,3541,1122,2498,330,3955,1445,3242,384,5073,1321,3609,450,5380,1320,2719,532,4569,671,1591,492,2751,114,796,256,1164,7561,19819,3159,30536
21602,234,551,116,902,117,536,74,730,231,961,122,1309,383,931,115,1432,492,1181,169,1841,513,1392,210,2123,446,1284,235,1962,236,745,197,1175,29,273,84,387,2679,7862,1318,11854,221,493,92,808,142,469,46,656,295,980,120,1393,536,850,104,1486,596,1178,145,1922,526,1389,191,2107,571,1191,245,2000,275,720,202,1203,50,382,108,547,3213,7652,1253,12121,453,1044,214,1711,261,1002,114,1378,526,1936,238,2699,922,1779,217,2919,1083,2361,319,3764,1047,2785,399,4227,1012,2473,476,3960,507,1468,397,2377,81,657,195,935,5892,15513,2575,23981
21603,404,1571,256,2237,247,1403,172,1820,544,2878,459,3877,750,2640,405,3797,930,2844,429,4207,820,2690,355,3869,674,1975,415,3063,320,1055,262,1631,51,402,92,546,4746,17458,2843,25044,488,1370,227,2087,298,1309,142,1744,656,2940,349,3945,1062,2570,322,3954,1085,2881,351,4317,893,2759,370,4020,788,1888,411,3087,385,1170,303,1855,83,668,186,941,5734,17565,2651,25947,895,2945,483,4319,544,2708,308,3563,1202,5816,805,7825,1816,5210,731,7756,2014,5731,783,8526,1717,5443,721,7886,1461,3866,821,6151,698,2228,560,3484,130,1075,275,1486,10481,35017,5492,50990
21701,325,701,131,1152,194,636,70,901,397,983,118,1498,614,1086,141,1839,898,1421,205,2526,911,1628,230,2766,735,1295,240,2272,288,673,174,1134,59,264,84,407,4425,8685,1395,14507,305,592,141,1040,168,527,57,751,488,1044,109,1641,819,1007,128,1960,993,1474,166,2635,937,1680,218,2834,766,1213,231,2214,338,766,217,1320,71,507,149,727,4887,8819,1419,15121,627,1296,267,2196,360,1166,127,1648,887,2021,233,3140,1441,2094,265,3798,1888,2896,371,5162,1847,3307,445,5604,1503,2509,477,4491,630,1436,389,2456,131,772,231,1138,9306,17504,2813,29624
21703,259,759,156,1179,191,703,82,973,362,1299,162,1818,583,1229,150,1962,752,1570,228,2550,788,1705,243,2731,661,1376,256,2293,281,711,192,1186,38,275,81,393,3915,9634,1542,15094,288,640,118,1045,189,602,68,860,465,1168,115,1744,736,1091,132,1964,900,1491,190,2577,783,1805,216,2805,750,1269,238,2261,371,809,234,1417,77,480,113,661,4551,9351,1422,15331,547,1403,274,2221,379,1307,149,1835,824,2464,271,3562,1319,2324,287,3927,1654,3060,419,5131,1572,3507,465,5545,1407,2649,497,4555,651,1520,422,2598,112,752,188,1053,8466,18988,2964,30421
21704,355,1085,186,1626,312,1069,136,1516,522,2034,194,2752,849,1802,208,2864,1004,1957,269,3225,968,2039,270,3270,734,1542,273,2551,312,763,193,1266,45,343,88,476,5099,12638,1808,19542,468,956,170,1593,314,995,107,1413,636,2023,189,2847,1034,1789,208,3036,1186,2167,261,3618,981,2205,269,3459,878,1475,314,2668,345,975,271,1586,76,633,160,866,5914,13214,1955,21085,826,2034,356,3221,626,2063,240,2925,1155,4053,384,5596,1889,3589,420,5897,2189,4125,530,6843,1950,4244,539,6732,1609,3018,584,5218,655,1738,463,2858,122,976,246,1340,11018,25854,3763,40629
29797,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,4,0,11,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,3,4,0,11,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,15,3,25
